DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 187.598 -57 -98 126 W- 1 80.4 154.878 43 7 -125
b_quark 0 4.18 196.195 -189 -27 -45 b_quark 0 4.18 182.72 149 92 52
b_quark 0 4.18 196.231 72 101 152 b_quark 0 4.18 115.302 -52 -13 -102
b_quark 0 4.18 231.377 -21 -151 174 b_quark 0 4.18 179.395 50 143 -96
Z 1 91.2 214.484 91 134 107 Z 1 91.2 136.09 -73 -43 -55
tau+ 0 1.78 127.692 -118 -47 13 tau- 0 1.78 133.121 46 61 -109
b_quark 0 4.18 135.098 -103 20 -85 b_quark 0 4.18 61.6074 31 -39 36
b_quark 0 4.18 259.059 174 83 173 b_quark 0 4.18 172.298 -148 -41 -78
W+ 1 80.4 151.559 -13 31 124 W- 1 80.4 101.519 -56 -9 -25
b_quark 0 4.18 164.51 -55 -39 -150 b_quark 0 4.18 147.981 134 -9 62
b_quark 0 4.18 221.708 -188 73 92 b_quark 0 4.18 189.764 140 -128 3
b_quark 0 4.18 227.786 83 132 166 b_quark 0 4.18 177.647 -78 -104 -121
b_quark 0 4.18 126.232 -108 -38 -53 b_quark 0 4.18 42.5026 32 -27 6
b_quark 0 4.18 184.985 117 8 -143 b_quark 0 4.18 87.8833 -63 -4 61
b_quark 0 4.18 170.424 59 -111 -115 b_quark 0 4.18 156.446 -83 100 87
b_quark 0 4.18 199.154 116 35 158 b_quark 0 4.18 145.415 -106 -26 -96
W+ 1 80.4 237.767 -103 106 -168 W- 1 80.4 125.145 60 -11 74
b_quark 0 4.18 108.062 54 70 62 b_quark 0 4.18 87.9231 9 -84 24
b_quark 0 4.18 100.834 5 -18 99 b_quark 0 4.18 171.678 -72 116 -104
b_quark 0 4.18 191.756 -97 140 88 b_quark 0 4.18 125.74 94 -51 -66
W+ 1 80.4 173.382 32 118 93 W- 1 80.4 152.85 53 -47 -109
b_quark 0 4.18 187.871 -141 -81 94 b_quark 0 4.18 125.026 102 53 -49
b_quark 0 4.18 172.472 107 134 18 b_quark 0 4.18 165.688 -37 -145 -71
b_quark 0 4.18 315.121 220 -222 40 b_quark 0 4.18 184.725 -125 135 -16
b_quark 0 4.18 43.5715 42 -9 -6 b_quark 0 4.18 152.041 -25 107 105
b_quark 0 4.18 148.464 72 54 -118 b_quark 0 4.18 92.4255 -48 -61 50
b_quark 0 4.18 172.289 -41 96 -137 b_quark 0 4.18 77.5272 32 -37 60
b_quark 0 4.18 220.194 158 -20 -152 b_quark 0 4.18 194.852 -134 35 137
W+ 1 80.4 186.626 -59 -100 -122 W- 1 80.4 170.96 91 109 51
b_quark 0 4.18 218.198 27 -192 -100 b_quark 0 4.18 155.16 58 142 23
b_quark 0 4.18 243.398 -55 234 38 b_quark 0 4.18 160.048 -6 -139 -79
W+ 1 80.4 176.205 90 -128 10 W- 1 80.4 151.113 -23 119 41
b_quark 0 4.18 132.542 66 75 -87 b_quark 0 4.18 78.9333 32 -17 70
W+ 1 80.4 125.069 -21 41 -84 W- 1 80.4 151.833 72 -13 106
b_quark 0 4.18 213.952 115 158 -87 b_quark 0 4.18 157.399 -132 -63 58
b_quark 0 4.18 212.512 -158 116 -82 b_quark 0 4.18 121.538 73 -64 73
b_quark 0 4.18 149.494 39 -19 143 b_quark 0 4.18 99.6166 -67 -59 -44
b_quark 0 4.18 140.166 -82 112 -19 b_quark 0 4.18 133.036 16 -63 116
tau+ 0 1.78 140.528 -130 6 53 tau- 0 1.78 177.663 94 15 -150
W+ 1 80.4 225.296 -74 197 3 W- 1 80.4 185.82 41 -128 -100
tau+ 0 1.78 229.957 -6 205 104 tau- 0 1.78 183.913 -80 -139 -90
b_quark 0 4.18 156.523 107 37 -108 b_quark 0 4.18 175.617 -118 -32 126
b_quark 0 4.18 213.989 -59 -178 103 b_quark 0 4.18 192.42 56 136 -124
b_quark 0 4.18 193.097 -4 -2 193 b_quark 0 4.18 149.691 67 -90 -99
b_quark 0 4.18 148.693 -26 146 10 b_quark 0 4.18 102.929 3 -82 -62
b_quark 0 4.18 210.548 -184 101 -16 b_quark 0 4.18 163.773 102 -124 32
b_quark 0 4.18 58.3393 29 49 -12 b_quark 0 4.18 116.183 54 31 98
b_quark 0 4.18 43.11 -26 34 3 b_quark 0 4.18 61.5343 -18 57 14
b_quark 0 4.18 165.92 -36 146 -70 b_quark 0 4.18 176.894 -16 -147 97
W+ 1 80.4 121.874 15 8 90 W- 1 80.4 133.35 -106 9 1
b_quark 0 4.18 260.809 -192 -144 -102 b_quark 0 4.18 200.416 132 78 129
b_quark 0 4.18 165.004 -22 -142 81 b_quark 0 4.18 110.723 -53 93 -28
b_quark 0 4.18 230.984 76 -126 178 b_quark 0 4.18 164.114 -88 26 -136
b_quark 0 4.18 222.797 204 81 -38 b_quark 0 4.18 136.027 -125 -19 50
W+ 1 80.4 178.149 -116 -96 -51 W- 1 80.4 156.333 116 62 -26
tau+ 0 1.78 227.392 166 132 -82 tau- 0 1.78 142.11 -76 -120 -4
b_quark 0 4.18 321.259 -234 -203 85 b_quark 0 4.18 247.708 150 149 -129
b_quark 0 4.18 114.558 19 36 -107 b_quark 0 4.18 119.027 -61 5 102
b_quark 0 4.18 168.593 89 143 6 b_quark 0 4.18 157.621 -71 -119 75
Z 1 91.2 204.584 -110 -134 59 Z 1 91.2 191.226 75 92 -119
b_quark 0 4.18 114.993 -85 -50 -59 b_quark 0 4.18 54.2169 43 -32 -7
b_quark 0 4.18 118.417 -89 -72 -30 b_quark 0 4.18 100.412 92 1 40
b_quark 0 4.18 234.082 130 154 -119 b_quark 0 4.18 151.814 -59 -107 90
b_quark 0 4.18 213.784 -1 -57 -206 b_quark 0 4.18 127.943 -40 -36 116
b_quark 0 4.18 159.369 12 -154 -39 b_quark 0 4.18 152.52 14 132 75
tau+ 0 1.78 163.744 -132 13 96 tau- 0 1.78 133.735 129 -4 -35
b_quark 0 4.18 78.5524 52 -40 -43 b_quark 0 4.18 95.4645 -64 50 50
W+ 1 80.4 258.122 121 -99 -189 W- 1 80.4 171.059 -85 46 116
W+ 1 80.4 240.953 -7 -91 208 W- 1 80.4 187.39 99 9 -137
b_quark 0 4.18 55.52 0 -16 53 b_quark 0 4.18 92.8627 -14 -83 39
b_quark 0 4.18 226.335 97 149 140 b_quark 0 4.18 158.235 -99 -116 -42
b_quark 0 4.18 165.79 163 -18 24 b_quark 0 4.18 140.757 -101 63 -75
Z 1 91.2 219.097 154 -97 81 Z 1 91.2 165.609 -103 38 -84
b_quark 0 4.18 241.107 -123 205 -31 b_quark 0 4.18 192.181 122 -144 36
b_quark 0 4.18 180.927 -62 48 -163 b_quark 0 4.18 93.6615 33 21 85
W+ 1 80.4 257.397 -188 -114 107 W- 1 80.4 232.659 144 119 -113
b_quark 0 4.18 151.507 -139 60 4 b_quark 0 4.18 125.76 73 -95 38
tau+ 0 1.78 214.103 -172 -37 -122 tau- 0 1.78 133.207 99 14 88
b_quark 0 4.18 130.01 -105 -64 -42 b_quark 0 4.18 149.805 122 76 42
W+ 1 80.4 188.59 -150 -79 -19 W- 1 80.4 201.706 115 136 50
b_quark 0 4.18 174.323 -161 -61 27 b_quark 0 4.18 214.414 150 100 -116
W+ 1 80.4 123.767 -14 -33 -87 W- 1 80.4 81.4994 9 -9 -4
b_quark 0 4.18 67.753 62 -27 0 b_quark 0 4.18 129.921 2 127 -27
W+ 1 80.4 148.304 -20 -109 -57 W- 1 80.4 154.991 -45 77 98
b_quark 0 4.18 130.512 -14 44 122 b_quark 0 4.18 150.902 80 -123 -35
b_quark 0 4.18 116.217 -54 78 -67 b_quark 0 4.18 74.3873 46 -50 30
b_quark 0 4.18 134.497 -122 -52 -22 b_quark 0 4.18 77.0939 66 -39 -7
b_quark 0 4.18 200.366 -158 -102 -69 b_quark 0 4.18 130.328 118 40 38
Z 1 91.2 243.818 -36 105 -197 Z 1 91.2 179.662 64 -59 128
tau+ 0 1.78 161.05 -93 127 34 tau- 0 1.78 167.141 10 -128 -107
b_quark 0 4.18 287.408 204 137 -149 b_quark 0 4.18 179.398 -142 -91 61
b_quark 0 4.18 204.755 199 -25 -41 b_quark 0 4.18 139.207 -106 90 5
b_quark 0 4.18 156.826 66 114 -85 b_quark 0 4.18 184.137 -142 -117 -6
b_quark 0 4.18 198.286 -76 182 20 b_quark 0 4.18 149.745 50 -135 41
W+ 1 80.4 284.007 -162 36 216 W- 1 80.4 213.101 104 -86 -144
b_quark 0 4.18 190.172 108 128 -90 b_quark 0 4.18 139.329 -115 -67 41
b_quark 0 4.18 163.696 129 97 27 b_quark 0 4.18 153.015 -36 -110 -100
b_quark 0 4.18 211.98 -87 -175 82 b_quark 0 4.18 146.627 21 145 -4
b_quark 0 4.18 87.5641 -19 20 -83 b_quark 0 4.18 139.855 74 -71 95
b_quark 0 4.18 69.9105 -1 63 30 b_quark 0 4.18 123.74 85 -62 65
b_quark 0 4.18 124.798 -25 114 44 b_quark 0 4.18 133.722 -64 -102 -58
b_quark 0 4.18 99.9173 -67 -1 74 b_quark 0 4.18 165.944 144 72 -40
W+ 1 80.4 138.207 66 35 84 W- 1 80.4 129.666 -92 34 -27
b_quark 0 4.18 132.844 -113 69 10 b_quark 0 4.18 145.693 132 -43 -44
b_quark 0 4.18 75.9307 44 -56 -26 b_quark 0 4.18 123.059 -26 35 115
b_quark 0 4.18 172.897 -90 124 -80 b_quark 0 4.18 201.553 78 -141 121
tau+ 0 1.78 200.58 58 192 -1 tau- 0 1.78 131.883 26 -117 -55
W+ 1 80.4 133.08 74 73 -21 W- 1 80.4 135.019 -103 14 31
b_quark 0 4.18 75.1097 12 -2 74 b_quark 0 4.18 126.137 81 44 -86
b_quark 0 4.18 84.991 61 26 53 b_quark 0 4.18 139.077 -123 64 10
tau+ 0 1.78 44.0927 -34 16 23 tau- 0 1.78 77.5124 -55 -26 -48
W+ 1 80.4 185.57 -4 100 134 W- 1 80.4 157.902 -6 -48 -127
b_quark 0 4.18 134.386 -116 -19 65 b_quark 0 4.18 105.069 94 -31 35
Z 1 91.2 130.439 8 52 -77 Z 1 91.2 169.56 7 28 140
b_quark 0 4.18 144.515 117 43 -73 b_quark 0 4.18 196.923 -113 -114 114
b_quark 0 4.18 146.549 -17 59 -133 b_quark 0 4.18 191.665 23 -150 117
b_quark 0 4.18 252.459 -81 49 234 b_quark 0 4.18 144.165 31 -43 -134
b_quark 0 4.18 177.391 -173 0 -39 b_quark 0 4.18 128.322 74 98 37
b_quark 0 4.18 95.454 11 -93 -18 b_quark 0 4.18 38.5548 2 13 -36
b_quark 0 4.18 216.745 -164 -88 111 b_quark 0 4.18 188.919 103 70 -142
b_quark 0 4.18 240.928 148 -149 -118 b_quark 0 4.18 208.63 -95 140 122
b_quark 0 4.18 189.978 53 71 -168 b_quark 0 4.18 189.495 37 -141 121
W+ 1 80.4 176.026 -111 -82 -74 W- 1 80.4 126.705 57 -10 79
W+ 1 80.4 156.548 31 -21 129 W- 1 80.4 113.882 -40 48 -51
b_quark 0 4.18 174.735 -97 141 -35 b_quark 0 4.18 150.726 43 -116 86
b_quark 0 4.18 138.67 -74 70 94 b_quark 0 4.18 170.759 134 -68 -81
b_quark 0 4.18 145.545 99 63 -86 b_quark 0 4.18 157.983 -122 29 96
b_quark 0 4.18 92.6632 -82 42 9 b_quark 0 4.18 116.612 84 42 69
b_quark 0 4.18 269.421 151 220 -37 b_quark 0 4.18 213.437 -148 -147 -45
b_quark 0 4.18 203.643 140 107 102 b_quark 0 4.18 207.607 -109 -109 -139
b_quark 0 4.18 115.028 -57 98 19 b_quark 0 4.18 77.5014 -36 -57 -38
b_quark 0 4.18 241.858 -225 -67 -58 b_quark 0 4.18 211.07 144 126 89
b_quark 0 4.18 188.996 21 -106 -155 b_quark 0 4.18 138.887 -106 70 56
W+ 1 80.4 136.84 -34 -73 -76 W- 1 80.4 111.777 47 -10 61
tau+ 0 1.78 157.658 -105 -78 -88 tau- 0 1.78 144.745 120 62 52
b_quark 0 4.18 142.883 43 135 -18 b_quark 0 4.18 80.7866 -2 -77 24
b_quark 0 4.18 126.343 20 64 -107 b_quark 0 4.18 138.136 38 -132 14
b_quark 0 4.18 113.303 -110 12 24 b_quark 0 4.18 143.068 77 79 -91
b_quark 0 4.18 215.384 -1 214 24 b_quark 0 4.18 152.917 -59 -141 -2
b_quark 0 4.18 167.223 -163 36 9 b_quark 0 4.18 156.149 80 -109 -78
b_quark 0 4.18 61.2737 -4 0 -61 b_quark 0 4.18 55.601 23 -32 -39
b_quark 0 4.18 200.73 -25 -95 -175 b_quark 0 4.18 191.307 -31 144 122
b_quark 0 4.18 53.8467 25 24 -41 b_quark 0 4.18 110.079 -60 -84 38
b_quark 0 4.18 136.288 -109 -30 -76 b_quark 0 4.18 105.776 95 -11 45
b_quark 0 4.18 142.855 -107 -90 29 b_quark 0 4.18 81.4093 69 0 43
b_quark 0 4.18 94.5858 78 -46 27 b_quark 0 4.18 171.317 -132 -48 -98
W+ 1 80.4 118.782 -48 70 -21 W- 1 80.4 176.344 104 -19 116
W+ 1 80.4 152.817 -7 54 -118 W- 1 80.4 118.094 -29 -79 20
b_quark 0 4.18 166.516 -81 -85 -118 b_quark 0 4.18 139.898 -8 -13 139
b_quark 0 4.18 130.278 -115 -47 39 b_quark 0 4.18 132.04 110 -49 54
b_quark 0 4.18 178.568 -28 118 -131 b_quark 0 4.18 134.479 33 -87 97
W+ 1 80.4 112.42 -41 2 -67 W- 1 80.4 182.675 -49 -72 139
W+ 1 80.4 228.32 68 91 181 W- 1 80.4 163.976 2 -16 -142
b_quark 0 4.18 208.46 -191 51 -66 b_quark 0 4.18 192.488 109 -148 57
tau+ 0 1.78 39.461 8 11 -37 tau- 0 1.78 106.354 -6 -6 106
b_quark 0 4.18 240.315 -181 157 18 b_quark 0 4.18 184.917 126 -90 -101
b_quark 0 4.18 148.15 -59 -15 -135 b_quark 0 4.18 48.6053 -32 -5 36
W+ 1 80.4 257.888 -212 -103 -67 W- 1 80.4 183.121 115 62 100
b_quark 0 4.18 204.417 32 44 -197 b_quark 0 4.18 179.417 -122 -60 117
W+ 1 80.4 136.155 -67 23 84 W- 1 80.4 128.519 84 -54 -9
b_quark 0 4.18 127.112 122 34 -10 b_quark 0 4.18 95.4278 -78 34 43
b_quark 0 4.18 172.984 16 75 -155 b_quark 0 4.18 168.513 -91 -93 107
b_quark 0 4.18 125.473 91 -46 73 b_quark 0 4.18 128.579 -127 -5 -19
b_quark 0 4.18 81.354 47 66 6 b_quark 0 4.18 89.2047 -10 -28 -84
b_quark 0 4.18 88.4278 -4 35 -81 b_quark 0 4.18 129.763 22 31 124
b_quark 0 4.18 143.932 -29 33 137 b_quark 0 4.18 164.084 -36 -119 -107
W+ 1 80.4 159.9 112 44 -68 W- 1 80.4 190.056 -86 -106 105
b_quark 0 4.18 166.417 -70 -24 149 b_quark 0 4.18 174.079 99 -62 -129
b_quark 0 4.18 45.3814 40 9 -19 b_quark 0 4.18 131.899 -64 -90 -72
b_quark 0 4.18 204.055 79 6 -188 b_quark 0 4.18 148.069 -91 -51 105
b_quark 0 4.18 158.188 97 -114 -51 b_quark 0 4.18 181.059 -100 147 -34
W+ 1 80.4 176.412 -77 62 -122 W- 1 80.4 92.7424 36 0 29
b_quark 0 4.18 169.789 -69 83 131 b_quark 0 4.18 141.232 128 -29 -52
b_quark 0 4.18 201.692 177 -42 87 b_quark 0 4.18 208.421 -109 121 -130
W+ 1 80.4 163.65 84 -45 106 W- 1 80.4 125.432 -33 74 -52
b_quark 0 4.18 206.745 26 -161 -127 b_quark 0 4.18 116.702 -61 80 59
b_quark 0 4.18 283.765 -183 54 -210 b_quark 0 4.18 220.353 120 -143 117
b_quark 0 4.18 125.533 100 -29 -70 b_quark 0 4.18 139.866 -86 110 7
b_quark 0 4.18 119.505 -82 -68 -54 b_quark 0 4.18 130.945 122 6 47
b_quark 0 4.18 53.3242 47 -16 -19 b_quark 0 4.18 114.505 -59 3 98
b_quark 0 4.18 248.063 -158 175 77 b_quark 0 4.18 165.38 127 -98 -40
b_quark 0 4.18 119.078 -75 -91 16 b_quark 0 4.18 150.783 130 43 -63
b_quark 0 4.18 94.7179 32 3 -89 b_quark 0 4.18 141.642 21 -52 130
b_quark 0 4.18 138.746 21 54 -126 b_quark 0 4.18 113.98 77 -22 81
b_quark 0 4.18 263.802 123 93 214 b_quark 0 4.18 167.748 -76 -55 -139
b_quark 0 4.18 190.156 -51 -175 -54 b_quark 0 4.18 176.359 88 146 -45
W+ 1 80.4 146.732 76 -49 -83 W- 1 80.4 140.731 -46 59 88
tau+ 0 1.78 190.279 101 161 -9 tau- 0 1.78 147.595 -39 -136 -42
W+ 1 80.4 93.1513 -14 -9 -44 W- 1 80.4 184.871 -52 103 120
b_quark 0 4.18 172.173 21 76 153 b_quark 0 4.18 84.8379 -54 -30 -58
W+ 1 80.4 252.472 225 -53 -62 W- 1 80.4 160.665 -129 -2 52
W+ 1 80.4 290.064 -176 -91 -196 W- 1 80.4 250.042 147 148 112
Z 1 91.2 205.812 -64 149 88 Z 1 91.2 207.39 23 -108 -150
b_quark 0 4.18 188.038 -24 -67 174 b_quark 0 4.18 184.88 49 141 -109
b_quark 0 4.18 120.99 -11 -80 -90 b_quark 0 4.18 104.683 67 76 26
b_quark 0 4.18 220.661 41 -137 168 b_quark 0 4.18 136.332 -29 112 -72
b_quark 0 4.18 115.072 82 -58 -56 b_quark 0 4.18 139.041 -135 -27 19
tau+ 0 1.78 237.742 -111 194 81 tau- 0 1.78 199.708 138 -144 10
b_quark 0 4.18 182.928 -42 116 135 b_quark 0 4.18 92.1221 -39 -72 -42
b_quark 0 4.18 168.299 -51 -41 155 b_quark 0 4.18 143.786 26 66 -125
Z 1 91.2 276.988 -185 158 96 Z 1 91.2 232.518 149 -139 -65
b_quark 0 4.18 118.362 -2 118 -8 b_quark 0 4.18 117.977 -40 -50 99
b_quark 0 4.18 199.686 61 6 190 b_quark 0 4.18 152.074 -112 31 -98
b_quark 0 4.18 200.981 166 66 -92 b_quark 0 4.18 119.451 -99 27 61
b_quark 0 4.18 223.818 -168 107 -102 b_quark 0 4.18 133.505 129 -29 18
b_quark 0 4.18 136.64 59 -104 66 b_quark 0 4.18 47.8798 -23 39 15
b_quark 0 4.18 227.83 -138 -54 -173 b_quark 0 4.18 208.008 125 83 144
b_quark 0 4.18 130.616 -37 -7 125 b_quark 0 4.18 129.721 -5 12 -129
Z 1 91.2 168.506 84 -5 -114 Z 1 91.2 201.036 -96 -79 129
b_quark 0 4.18 138.692 19 -136 19 b_quark 0 4.18 136.486 -99 59 73
b_quark 0 4.18 264.714 176 86 178 b_quark 0 4.18 222.341 -132 -137 -115
b_quark 0 4.18 215.83 65 -88 186 b_quark 0 4.18 177.481 -24 105 -141
Z 1 91.2 167.486 -58 109 67 Z 1 91.2 219.808 129 -34 -149
b_quark 0 4.18 282.545 -177 -106 -193 b_quark 0 4.18 209.278 120 114 128
b_quark 0 4.18 166.384 107 124 -29 b_quark 0 4.18 126.604 -15 -105 69
b_quark 0 4.18 234.509 -123 122 -158 b_quark 0 4.18 181.349 103 -106 105
b_quark 0 4.18 93.0294 -67 -28 -58 b_quark 0 4.18 149.624 5 99 112
W+ 1 80.4 167.108 57 104 86 W- 1 80.4 124.105 -37 -87 0
W+ 1 80.4 140.582 -67 -73 59 W- 1 80.4 152.454 63 100 -53
W+ 1 80.4 273.783 136 74 211 W- 1 80.4 182.984 -53 -51 -147
b_quark 0 4.18 274.908 72 -193 182 b_quark 0 4.18 172.949 -38 127 -111
tau+ 0 1.78 223.714 -50 -168 -139 tau- 0 1.78 199.63 101 148 88
b_quark 0 4.18 240.704 64 140 185 b_quark 0 4.18 166.2 -60 -106 -113
tau+ 0 1.78 57.6989 -46 -11 -33 tau- 0 1.78 157.176 116 99 38
b_quark 0 4.18 189.028 -135 -95 -92 b_quark 0 4.18 135.257 66 111 40
W+ 1 80.4 192.814 -50 -158 -57 W- 1 80.4 185.648 138 94 11
W+ 1 80.4 172.482 46 -43 -139 W- 1 80.4 171.386 48 102 101
b_quark 0 4.18 118.032 63 -93 -36 b_quark 0 4.18 58.159 20 39 38
tau+ 0 1.78 102.879 94 8 -41 tau- 0 1.78 152.958 -139 -54 34
b_quark 0 4.18 244.202 75 -154 -174 b_quark 0 4.18 196.872 -124 54 143
b_quark 0 4.18 219.086 -120 -125 -134 b_quark 0 4.18 173.814 33 103 136
b_quark 0 4.18 240.775 -187 135 -69 b_quark 0 4.18 196.139 145 -132 -2
b_quark 0 4.18 157.897 -112 -7 -111 b_quark 0 4.18 215.477 126 99 144
b_quark 0 4.18 235.842 128 -108 166 b_quark 0 4.18 143.494 -102 13 -100
b_quark 0 4.18 214.391 -109 129 132 b_quark 0 4.18 126.22 43 -112 -39
b_quark 0 4.18 148.47 1 -52 139 b_quark 0 4.18 92.4255 56 -45 -58
W+ 1 80.4 125.679 45 41 -75 W- 1 80.4 208.06 34 -137 130
b_quark 0 4.18 28.0798 -17 19 -11 b_quark 0 4.18 154.245 97 -107 54
W+ 1 80.4 220.994 -86 -187 3 W- 1 80.4 182.784 88 119 71
b_quark 0 4.18 173.584 163 29 -52 b_quark 0 4.18 102.579 -92 4 45
b_quark 0 4.18 191.307 -74 -72 161 b_quark 0 4.18 154.85 98 14 -119
b_quark 0 4.18 119.128 -33 -43 106 b_quark 0 4.18 169.728 130 89 -63
b_quark 0 4.18 112.723 -1 112 -12 b_quark 0 4.18 70.6504 -62 -31 -13
b_quark 0 4.18 105.487 63 -30 -79 b_quark 0 4.18 133.456 -86 -46 91
b_quark 0 4.18 89.2271 -32 38 -74 b_quark 0 4.18 66.3737 -6 -64 16
tau+ 0 1.78 117.457 75 -82 38 tau- 0 1.78 98.9453 -61 21 -75
W+ 1 80.4 146.281 -59 -107 2 W- 1 80.4 181.254 145 42 -60
W+ 1 80.4 188.33 62 106 -118 W- 1 80.4 193.156 20 -94 147
b_quark 0 4.18 193.699 185 51 26 b_quark 0 4.18 200.259 -109 -146 -83
tau+ 0 1.78 99.1775 -37 0 -92 tau- 0 1.78 126.064 87 24 88
b_quark 0 4.18 174.876 -68 -68 146 b_quark 0 4.18 136.658 24 91 -99
b_quark 0 4.18 175.147 73 -137 81 b_quark 0 4.18 76.6973 -1 50 -58
Z 1 91.2 123.541 -56 -40 47 Z 1 91.2 215.484 96 102 -136
W+ 1 80.4 120.636 -32 84 3 W- 1 80.4 202.963 91 -132 95
b_quark 0 4.18 175.29 -150 72 55 b_quark 0 4.18 155.446 117 -101 -16
b_quark 0 4.18 189.237 -162 -93 30 b_quark 0 4.18 112.123 92 57 -29
b_quark 0 4.18 149.276 96 99 -57 b_quark 0 4.18 162.919 -76 -93 110
b_quark 0 4.18 57.1968 42 -31 23 b_quark 0 4.18 58.4078 15 55 12
b_quark 0 4.18 168.77 147 -56 -61 b_quark 0 4.18 135.821 -69 30 113
b_quark 0 4.18 101.383 -54 81 -28 b_quark 0 4.18 66.5393 5 -64 17
W+ 1 80.4 180.095 -7 0 161 W- 1 80.4 176.721 99 -66 -103
tau+ 0 1.78 110.762 60 -72 59 tau- 0 1.78 152.421 -19 142 -52
b_quark 0 4.18 199.388 -53 -185 52 b_quark 0 4.18 207.071 52 149 -134
b_quark 0 4.18 161.001 -116 -108 28 b_quark 0 4.18 134.322 54 78 -95
Z 1 91.2 188.432 22 119 112 Z 1 91.2 205.415 57 -98 -145
b_quark 0 4.18 73.9085 23 4 70 b_quark 0 4.18 79.4637 -14 -74 25
b_quark 0 4.18 224.925 175 -115 82 b_quark 0 4.18 124.223 -107 62 11
b_quark 0 4.18 94.1885 14 -33 -87 b_quark 0 4.18 156.992 -72 26 137
W+ 1 80.4 177.984 -101 -118 33 W- 1 80.4 172.329 120 88 -33
b_quark 0 4.18 257.782 -153 -164 -127 b_quark 0 4.18 196.078 130 80 123
b_quark 0 4.18 248.858 89 154 174 b_quark 0 4.18 154.384 -53 -68 -128
W+ 1 80.4 204.446 167 86 -7 W- 1 80.4 178.491 -137 -65 -49
tau+ 0 1.78 280.063 -56 -220 164 tau- 0 1.78 183.848 -12 122 -137
tau+ 0 1.78 71.3104 13 68 17 tau- 0 1.78 111.158 24 31 -104
b_quark 0 4.18 227.707 160 -68 147 b_quark 0 4.18 165.803 -68 68 -135
b_quark 0 4.18 190.451 66 163 -73 b_quark 0 4.18 134.099 -21 -132 -10
b_quark 0 4.18 208.414 29 -37 203 b_quark 0 4.18 147.934 53 -17 -137
W+ 1 80.4 239.193 -195 68 -90 W- 1 80.4 145.483 108 -54 11
b_quark 0 4.18 260.627 -97 -120 -210 b_quark 0 4.18 167.459 90 34 137
b_quark 0 4.18 121.867 -67 12 -101 b_quark 0 4.18 150.275 8 -1 150
b_quark 0 4.18 251.114 -124 -217 24 b_quark 0 4.18 155.507 56 127 70
W+ 1 80.4 214.488 106 129 -108 W- 1 80.4 166.833 -136 -52 13
b_quark 0 4.18 276.046 202 132 134 b_quark 0 4.18 223.156 -146 -148 -81
W+ 1 80.4 233.996 -129 -32 -175 W- 1 80.4 186.527 144 14 86
b_quark 0 4.18 169.681 153 57 -46 b_quark 0 4.18 190.8 -149 -115 31
b_quark 0 4.18 121.225 -3 -115 38 b_quark 0 4.18 167.65 92 115 -80
b_quark 0 4.18 209.455 169 118 -37 b_quark 0 4.18 118.598 -116 -24 4
b_quark 0 4.18 110.718 -64 24 -87 b_quark 0 4.18 122.063 33 32 113
b_quark 0 4.18 156.45 19 -137 73 b_quark 0 4.18 183.231 -96 126 -92
b_quark 0 4.18 159.391 -38 -150 -38 b_quark 0 4.18 153.439 121 62 71
b_quark 0 4.18 130.608 -30 115 54 b_quark 0 4.18 166.122 127 -85 -65
b_quark 0 4.18 194.49 -61 -142 -118 b_quark 0 4.18 178.111 88 99 119
b_quark 0 4.18 152.835 51 -66 128 b_quark 0 4.18 152.488 -91 95 -77
b_quark 0 4.18 100.177 36 91 21 b_quark 0 4.18 96.4286 56 -31 -72
W+ 1 80.4 268.353 168 -142 131 W- 1 80.4 231.897 -140 136 -96
tau+ 0 1.78 260.509 169 -174 -95 tau- 0 1.78 154.742 -113 97 42
b_quark 0 4.18 311.203 221 -217 -30 b_quark 0 4.18 209.216 -133 144 73
tau+ 0 1.78 151.964 -73 -60 119 tau- 0 1.78 209.127 145 41 -145
b_quark 0 4.18 181.875 -142 111 -24 b_quark 0 4.18 147.555 69 -125 37
W+ 1 80.4 229.029 146 65 143 W- 1 80.4 216.876 -145 15 -139
W+ 1 80.4 172.099 -77 -128 29 W- 1 80.4 145.5 101 67 4
b_quark 0 4.18 241.575 -154 -136 127 b_quark 0 4.18 230.605 147 144 -104
b_quark 0 4.18 183.669 160 -14 89 b_quark 0 4.18 120.393 -86 -60 -59
b_quark 0 4.18 257.431 -84 -106 219 b_quark 0 4.18 126.612 -4 11 -126
W+ 1 80.4 180.965 102 -74 102 W- 1 80.4 174.76 -104 -6 -115
b_quark 0 4.18 165.126 -20 -80 -143 b_quark 0 4.18 121.727 -16 12 120
W+ 1 80.4 231.223 14 52 -210 W- 1 80.4 212.949 -49 -131 139
b_quark 0 4.18 130.455 68 91 -64 b_quark 0 4.18 63.0355 -26 -52 24
b_quark 0 4.18 146.968 129 45 -54 b_quark 0 4.18 138.977 -132 -28 33
b_quark 0 4.18 148.295 -86 -93 -77 b_quark 0 4.18 166.771 17 109 125
b_quark 0 4.18 199.064 -55 22 -190 b_quark 0 4.18 147.212 25 -70 127
